"species","selected_developed_low_intensity","probability_developed_low_intensity","selected_developed_high_intensity","probability_developed_high_intensity","selected_barren_land","probability_barren_land","selected_deciduous_forest","probability_deciduous_forest","selected_evergreen_forest","probability_evergreen_forest","selected_mixed_forest","probability_mixed_forest","selected_shrub_scrub","probability_shrub_scrub","selected_grassland_herbaceous","probability_grassland_herbaceous","selected_pasture_hay","probability_pasture_hay","selected_cultivated_crop","probability_cultivated_crop","selected_woody_wetland","probability_woody_wetland","selected_emergent_wetland","probability_emergent_wetland","selected_ocean","probability_ocean","selected_lakes","probability_lakes","selected_rivers","probability_rivers","selected_elevation","probability_elevation","selected_aspect","probability_aspect","selected_slope","probability_slope","selected_precipitation","probability_precipitation","selected_max_temperature","probability_max_temperature"
"Ruby-throated Hummingbird",50,0.998366666666667,50,0.649666666666667,1069,0.852266666666667,50,0.999866666666667,3108,0.216466666666667,50,0.8839,4128,0.247733333333333,3108,0.0725,50,0.1794,1069,0.992366666666667,6166,0.1303,50,0.463933333333333,2088,0.170933333333333,50000,0.0541,6166,0.0978666666666667,13302,0.0816,5147,0.0964,5147,0.294833333333333,50000,0.0765666666666667,1000,0.243566666666667
"Ruddy Duck",1069,0.0576333333333333,50000,0.0445666666666667,1069,0.0687,7185,0.045,41845,0.0412333333333333,50000,0.0717,19418,0.0398666666666667,1069,0.0627666666666667,37767,0.0512666666666667,2088,0.0797666666666667,19418,0.0476,1069,0.5779,6166,0.0398,50,0.9993,27574,0.0554,43883,0.0345666666666667,1069,0.345433333333333,3108,0.069,32000,0.0336333333333333,5000,0.0347333333333333
"Ruffed Grouse",45922,0.0519333333333333,50000,0.0586,50000,0.0659333333333333,50,0.0847666666666667,11263,0.0428333333333333,50,0.2096,35728,0.0378666666666667,50000,0.0378,43883,0.0952666666666667,2088,0.0456333333333333,50000,0.0888666666666667,27574,0.0440666666666667,6166,0.04,1069,0.231566666666667,31651,0.053,4128,0.0368666666666667,4128,0.0611,50000,0.0478333333333333,1000,0.0467666666666667,20000,0.0369
"Rufous-crowned Sparrow",1069,0.1276,50000,0.0504666666666667,35728,0.0548333333333333,50,0.0907666666666667,37767,0.0447333333333333,47961,0.0436666666666667,1069,0.135833333333333,2088,0.0421333333333333,23496,0.0459666666666667,15340,0.0524333333333333,1069,0.0458333333333333,3108,0.0477666666666667,21457,0.0385666666666667,1069,0.1087,50000,0.0481,2088,0.0452,1069,0.131733333333333,1069,0.0972,8000,0.0518333333333333,2000,0.0819666666666667
"Rufous Hummingbird",8205,0.0528333333333333,4128,0.0650333333333333,19418,0.115333333333333,21457,0.0476,4128,0.3137,1069,0.3393,50,0.165033333333333,50000,0.0770333333333333,39806,0.1068,50,0.1018,45922,0.0588666666666667,35728,0.0537333333333333,41845,0.109433333333333,47961,0.0711333333333333,1069,0.0644333333333333,1069,0.0399,7185,0.248,43883,0.0656333333333333,18000,0.0494333333333333,50000,0.073
"Sage Thrasher",1069,0.122233333333333,2088,0.0419666666666667,50,0.0606333333333333,1069,0.0722666666666667,25535,0.0911,47961,0.230733333333333,4128,0.394766666666667,50,0.257766666666667,2088,0.3821,7185,0.100433333333333,4128,0.0838,1069,0.126166666666667,50,0.0432666666666667,43883,0.0431666666666667,19418,0.0541666666666667,50,0.103166666666667,8205,0.0691333333333333,1069,0.247933333333333,12000,0.0377333333333333,26000,0.0850666666666667
"Sagebrush Sparrow",35728,0.0551,37767,0.0398666666666667,19418,0.0545666666666667,21457,0.0374333333333333,15340,0.0537333333333333,23496,0.0532333333333333,1069,0.4057,1069,0.0688666666666667,13302,0.0473,25535,0.0480333333333333,1069,0.133866666666667,1069,0.0673333333333333,3108,0.0427666666666667,2088,0.0437,13302,0.0553666666666667,4128,0.0516333333333333,23496,0.0458333333333333,3108,0.0746,3000,0.0611333333333333,50000,0.0423666666666667
"Sandhill Crane",1069,0.904233333333333,1069,0.101633333333333,2088,0.0476666666666667,50,0.128766666666667,50,0.121866666666667,43883,0.0660666666666667,50,0.0367,2088,0.1147,47961,0.0743,1069,0.970633333333333,11263,0.1013,1069,0.997966666666667,41845,0.0426333333333333,50000,0.1203,25535,0.128133333333333,1069,0.0425333333333333,4128,0.0660333333333333,6166,0.138233333333333,16000,0.0342333333333333,50000,0.0888333333333333
"Savannah Sparrow",1069,0.956133333333333,23496,0.0496,27574,0.0576,50,0.9997,50,0.6344,50,0.742033333333333,5147,0.0975333333333333,6166,0.0929666666666667,50,0.733666666666667,50,0.969866666666667,50,0.6325,50000,0.150233333333333,3108,0.101633333333333,2088,0.286833333333333,50000,0.157866666666667,11263,0.0355666666666667,50000,0.105833333333333,1069,0.177,50000,0.0513,1000,0.0885333333333333
"Say's Phoebe",1069,0.151766666666667,2088,0.1504,11263,0.0516666666666667,6166,0.0607,50,0.283266666666667,10244,0.133766666666667,5147,0.111333333333333,1069,0.396633333333333,50,0.3243,10244,0.052,50,0.0665,50,0.0541666666666667,5147,0.0695666666666667,50000,0.0851333333333333,11263,0.0874,4128,0.0400333333333333,50000,0.0561333333333333,1069,0.0652333333333333,50000,0.0389333333333333,1000,0.159366666666667
"Scaled Quail",1069,0.0888666666666667,50,0.069,50000,0.182033333333333,33690,0.0596333333333333,50000,0.098,4128,0.0377666666666667,1069,0.0716,1069,0.387266666666667,7185,0.0385333333333333,1069,0.0567666666666667,5147,0.1005,2088,0.203,1069,0.0378,1069,0.0884666666666667,33690,0.0453666666666667,1069,0.0616333333333333,23496,0.114466666666667,2088,0.111466666666667,2000,0.0764333333333333,2000,0.0514
"Scarlet Tanager",1069,0.999266666666667,50,0.0872,50000,0.0850666666666667,1069,0.99,1069,0.436366666666667,1069,0.640766666666667,50000,0.0862,3108,0.1521,50,0.445933333333333,1069,0.0653333333333333,50000,0.102066666666667,6166,0.0477333333333333,19418,0.0438,50000,0.0631666666666667,50000,0.123866666666667,23496,0.0701,13302,0.101766666666667,50,0.527633333333333,7000,0.0611333333333333,5000,0.198133333333333
"Scissor-tailed Flycatcher",1069,0.741766666666667,4128,0.065,11263,0.0609,1069,0.0981666666666667,1069,0.191233333333333,50,0.2388,19418,0.0475666666666667,1069,0.0611333333333333,1069,0.0789333333333333,50000,0.0626,15340,0.0418666666666667,33690,0.0462666666666667,1069,0.0843,47961,0.0606333333333333,17380,0.0717666666666667,50000,0.0502333333333333,2088,0.183333333333333,13302,0.0701666666666667,48000,0.0373333333333333,1000,0.0588
"Snowy Egret",50,0.1269,15340,0.067,31651,0.0537333333333333,1069,0.1421,13302,0.0613666666666667,50,0.1694,50,0.131066666666667,3108,0.0497,23496,0.0650333333333333,35728,0.0569333333333333,47961,0.0579666666666667,1069,0.999866666666667,1069,0.861566666666667,2088,0.426366666666667,2088,0.1067,50,0.0645333333333333,6166,0.0882333333333333,1069,0.1581,5000,0.0385,24000,0.0392666666666667
"Song Sparrow",50,0.2019,50,0.254333333333333,13302,0.0742333333333333,8205,0.2634,33690,0.1264,50,0.997166666666667,2088,0.121333333333333,50000,0.283333333333333,50,0.99,50,0.99,50,0.9835,50,0.866133333333333,4128,0.146666666666667,50000,0.0847,1069,0.146933333333333,50,0.997866666666667,19418,0.0525666666666667,35728,0.0889,1000,0.247933333333333,50000,0.177666666666667
"Sora",4128,0.0974,50000,0.0599666666666667,50,0.0649666666666667,1069,0.0915,2088,0.0559,50000,0.0491,13302,0.0394666666666667,7185,0.0543333333333333,50000,0.0421333333333333,3108,0.0426,10244,0.0405666666666667,1069,0.589133333333333,4128,0.0356666666666667,17380,0.0552666666666667,4128,0.0383333333333333,1069,0.0344666666666667,50,0.049,1069,0.0385,11000,0.0384666666666667,1000,0.0423333333333333
"Spotted Sandpiper",50,0.9332,23496,0.0492333333333333,50,0.525733333333333,4128,0.125433333333333,50,0.416433333333333,5147,0.0451333333333333,5147,0.0657333333333333,1069,0.0520333333333333,8205,0.0574,50,0.949666666666667,9224,0.0409,50,0.817566666666667,10244,0.159633333333333,1069,0.9671,50,0.754933333333333,50,0.0785666666666667,50,0.2663,4128,0.140566666666667,50000,0.0489333333333333,1000,0.0682666666666667
"Spotted Towhee",19418,0.0845666666666667,1069,0.763233333333333,8205,0.0876333333333333,50000,0.0739333333333333,4128,0.6824,50000,0.126433333333333,50,0.1922,3108,0.159333333333333,27574,0.0425666666666667,31651,0.0710666666666667,50,0.629733333333333,11263,0.108166666666667,50000,0.1346,1069,0.0809666666666667,31651,0.0805333333333333,33690,0.0465,15340,0.131533333333333,1069,0.998266666666667,50000,0.0556333333333333,6000,0.168666666666667
"Steller's Jay",50,0.119966666666667,39806,0.112133333333333,1069,0.295766666666667,50000,0.0921,1069,0.977533333333333,4128,0.2103,29612,0.0543,50000,0.101833333333333,3108,0.0441,39806,0.1494,25535,0.1051,50,0.171933333333333,9224,0.141566666666667,2088,0.455033333333333,41845,0.0719,7185,0.0730666666666667,50,0.0902666666666667,50,0.484933333333333,50000,0.0426,3000,0.180266666666667
"Summer Tanager",1069,0.357433333333333,1069,0.165933333333333,50,0.0472666666666667,1069,0.854166666666667,1069,0.9785,50,0.758,1069,0.140966666666667,1069,0.0564,6166,0.119633333333333,1069,0.0616666666666667,1069,0.897133333333333,5147,0.0878,47961,0.0423333333333333,50,0.0715333333333333,2088,0.431533333333333,50,0.1583,5147,0.0595333333333333,6166,0.0774333333333333,38000,0.0452666666666667,50000,0.0696666666666667
"Swainson's Hawk",1069,0.1127,1069,0.127433333333333,21457,0.0516,3108,0.0495666666666667,4128,0.0701666666666667,8205,0.0480666666666667,2088,0.0680333333333333,5147,0.122366666666667,5147,0.0886333333333333,1069,0.452966666666667,31651,0.054,43883,0.0714333333333333,50000,0.0369,50000,0.0545,17380,0.0426666666666667,25535,0.0358,5147,0.0790666666666667,4128,0.270866666666667,50000,0.0418333333333333,5000,0.0441333333333333
"Swainson's Thrush",4128,0.136133333333333,1069,0.7211,8205,0.1082,50000,0.140066666666667,1069,0.495666666666667,1069,0.1167,23496,0.0570333333333333,50000,0.0579333333333333,31651,0.130333333333333,50,0.0815333333333333,8205,0.062,1069,0.492666666666667,3108,0.0936333333333333,1069,0.178066666666667,37767,0.1028,25535,0.0844333333333333,50,0.240633333333333,50000,0.159266666666667,50000,0.175866666666667,4000,0.126766666666667
"Swainson's Warbler",3108,0.0554,2088,0.0369666666666667,39806,0.0402333333333333,35728,0.0434,21457,0.0458333333333333,13302,0.0805333333333333,2088,0.0581333333333333,4128,0.0450666666666667,50,0.0594666666666667,50,0.0453666666666667,50,0.1307,23496,0.0464,50000,0.0408,6166,0.0419,39806,0.0722333333333333,50,0.0390666666666667,6166,0.0519333333333333,15340,0.0402666666666667,2000,0.0396666666666667,2000,0.0345666666666667
"Swallow-tailed Kite",50,0.0716333333333333,50,0.0595333333333333,6166,0.0584666666666667,47961,0.0363333333333333,50,0.0434666666666667,3108,0.0581666666666667,45922,0.0518333333333333,35728,0.0403333333333333,27574,0.0470333333333333,43883,0.0433333333333333,23496,0.0560333333333333,50000,0.0530666666666667,19418,0.0486666666666667,50,0.0784,50000,0.0788666666666667,50000,0.0348333333333333,13302,0.0418,4128,0.0414,48000,0.0442666666666667,4000,0.0385666666666667
"Swamp Sparrow",1069,0.8278,50000,0.0621,50000,0.227066666666667,1069,0.186033333333333,50000,0.0502333333333333,13302,0.0424333333333333,50000,0.0902,50000,0.0605,50000,0.149366666666667,8205,0.0473333333333333,50,0.99,50,0.994733333333333,3108,0.0554666666666667,50,0.461966666666667,21457,0.0685666666666667,50,0.4967,1069,0.0716666666666667,50000,0.0595333333333333,1000,0.0540666666666667,50000,0.0421333333333333
"Townsend's Solitaire",50,0.0870333333333333,33690,0.0417,2088,0.0415666666666667,21457,0.0400666666666667,50,0.220666666666667,21457,0.0412666666666667,1069,0.0609666666666667,9224,0.0569333333333333,3108,0.0509333333333333,5147,0.0401666666666667,1069,0.0604,23496,0.0429,33690,0.0359333333333333,7185,0.0571,37767,0.0519666666666667,50,0.0474,50000,0.0575333333333333,50,0.220566666666667,42000,0.0440333333333333,6000,0.0734333333333333
"Townsend's Warbler",37767,0.0376333333333333,6166,0.0351,50000,0.148133333333333,2088,0.0461666666666667,1069,0.703966666666667,2088,0.0667,50000,0.0737,1069,0.0515333333333333,3108,0.0493,50000,0.0963666666666667,13302,0.0492666666666667,7185,0.0390333333333333,41845,0.267133333333333,8205,0.0572666666666667,6166,0.0418,50,0.0911333333333333,27574,0.0823666666666667,6166,0.100066666666667,3000,0.0672333333333333,2000,0.107533333333333
"Tree Swallow",1069,0.998566666666667,15340,0.139033333333333,8205,0.105766666666667,50,0.962166666666667,50,0.999833333333333,50,0.9787,50000,0.125766666666667,50000,0.154666666666667,50,0.864766666666667,50,0.5874,1069,0.46,1069,0.99,39806,0.0462333333333333,1069,0.928866666666667,50000,0.411933333333333,50,0.1221,13302,0.103133333333333,50,0.999966666666667,1000,0.0845333333333333,50000,0.256866666666667
"Tricolored Heron",43883,0.0619333333333333,11263,0.0466666666666667,25535,0.0779666666666667,50000,0.0486333333333333,7185,0.0537666666666667,50000,0.0521333333333333,47961,0.0499666666666667,47961,0.0414333333333333,21457,0.0503666666666667,1069,0.0757666666666667,47961,0.0432,1069,0.9758,2088,0.150366666666667,50,0.105966666666667,50,0.1833,50,0.0516333333333333,39806,0.061,33690,0.0465333333333333,10000,0.0348666666666667,40000,0.0382666666666667
"Trumpeter Swan",9224,0.0438,45922,0.0387,2088,0.0928,50,0.257366666666667,1069,0.0517333333333333,43883,0.0559333333333333,50,0.0498333333333333,10244,0.0404,29612,0.0375,1069,0.0818,50,0.0822333333333333,1069,0.3024,8205,0.0654333333333333,1069,0.585166666666667,13302,0.0861,19418,0.0345,1069,0.152033333333333,1069,0.126066666666667,5000,0.0348666666666667,32000,0.0357
"Tufted Titmouse",15340,0.114233333333333,1069,0.99,50,0.170966666666667,50,0.99,47961,0.111566666666667,50,0.99,13302,0.1015,50000,0.123633333333333,1069,0.978466666666667,1069,0.7417,50,0.717966666666667,1069,0.6986,2088,0.2646,2088,0.0674333333333333,41845,0.0883,50000,0.184033333333333,50000,0.110866666666667,8205,0.1678,1000,0.0571333333333333,50000,0.153066666666667
"Turkey Vulture",9224,0.137366666666667,13302,0.189466666666667,9224,0.1412,50,0.7975,50,0.393366666666667,50000,0.126566666666667,50,0.0714,3108,0.0921333333333333,1069,0.102766666666667,3108,0.623166666666667,50000,0.0756,50000,0.0802333333333333,29612,0.0623666666666667,50,0.604066666666667,23496,0.1584,1069,0.165833333333333,50,0.3157,50000,0.141966666666667,32000,0.0350333333333333,2000,0.124433333333333
"Upland Sandpiper",1069,0.300666666666667,29612,0.0416333333333333,11263,0.103466666666667,1069,0.223033333333333,1069,0.0682666666666667,1069,0.112633333333333,2088,0.126,3108,0.109233333333333,7185,0.0607333333333333,2088,0.277566666666667,1069,0.0512666666666667,8205,0.0849333333333333,41845,0.0931333333333333,33690,0.0455333333333333,41845,0.0435666666666667,41845,0.0509,1069,0.0923666666666667,2088,0.0608,2000,0.0356333333333333,1000,0.0455
"Varied Thrush",50000,0.0495666666666667,39806,0.0395,15340,0.252666666666667,41845,0.0569666666666667,1069,0.6316,19418,0.0485,15340,0.0629,3108,0.0620333333333333,50000,0.0792,9224,0.042,33690,0.0405333333333333,1069,0.0562666666666667,50000,0.0454333333333333,5147,0.0431333333333333,8205,0.0460666666666667,25535,0.0413333333333333,3108,0.0414666666666667,2088,0.116333333333333,1000,0.1096,1000,0.165133333333333
"Vaux's Swift",41845,0.0389666666666667,4128,0.0521,6166,0.0429,25535,0.0534333333333333,31651,0.0743666666666667,37767,0.0625333333333333,50,0.0438666666666667,19418,0.0443666666666667,27574,0.0435333333333333,31651,0.043,4128,0.0515666666666667,3108,0.238066666666667,41845,0.0567333333333333,50000,0.1104,47961,0.059,50,0.0587,50,0.0532333333333333,50,0.0725666666666667,42000,0.0358333333333333,50000,0.0453333333333333
"Veery",4128,0.145533333333333,7185,0.0699666666666667,4128,0.101166666666667,1069,0.998366666666667,50,0.0684666666666667,1069,0.992133333333333,2088,0.256733333333333,15340,0.047,50000,0.151633333333333,1069,0.0910333333333333,1069,0.99,7185,0.105766666666667,10244,0.0589666666666667,21457,0.0695,50000,0.0623333333333333,50,0.0568333333333333,7185,0.184,50000,0.1044,48000,0.0452666666666667,1000,0.254966666666667
"Verdin",45922,0.106466666666667,25535,0.132333333333333,50000,0.0838,50000,0.0443,7185,0.0685666666666667,50,0.0471333333333333,50,0.347133333333333,50,0.135266666666667,50000,0.0455,19418,0.0587,17380,0.0534666666666667,45922,0.0631333333333333,11263,0.0575,13302,0.1057,7185,0.0582666666666667,3108,0.0446333333333333,45922,0.0558666666666667,50000,0.128266666666667,11000,0.0397333333333333,1000,0.0611666666666667
"Vermilion Flycatcher",50,0.0507666666666667,21457,0.0395666666666667,37767,0.0434333333333333,45922,0.0385333333333333,6166,0.0544333333333333,23496,0.041,2088,0.0880666666666667,17380,0.069,35728,0.0369333333333333,47961,0.0886333333333333,6166,0.0504,3108,0.130466666666667,50000,0.0364,50,0.0448,37767,0.0740666666666667,4128,0.0826333333333333,13302,0.0441,50,0.0884666666666667,2000,0.0402333333333333,1000,0.0483333333333333
"Violet-green Swallow",2088,0.2264,17380,0.0580666666666667,11263,0.0912666666666667,50,0.158133333333333,4128,0.2141,50000,0.196966666666667,50,0.410666666666667,5147,0.0410666666666667,23496,0.171933333333333,4128,0.2238,50,0.2641,19418,0.0843,41845,0.100866666666667,47961,0.136033333333333,41845,0.1024,8205,0.0814333333333333,50,0.870366666666667,27574,0.0933333333333333,44000,0.0618333333333333,2000,0.219166666666667
"Virginia's Warbler",1069,0.0549,39806,0.0428,19418,0.0485333333333333,13302,0.0860666666666667,1069,0.4471,50000,0.0468333333333333,6166,0.0928,11263,0.0723666666666667,50000,0.0563666666666667,1069,0.0355666666666667,15340,0.0487,7185,0.0432666666666667,50,0.0503333333333333,50000,0.0397666666666667,19418,0.0434333333333333,1069,0.0838666666666667,50000,0.1428,1069,0.0785333333333333,1000,0.0943666666666667,1000,0.0601333333333333
"Virginia Rail",4128,0.0794333333333333,50,0.0505666666666667,50,0.0433666666666667,3108,0.0371,3108,0.039,50,0.0368666666666667,1069,0.0441333333333333,50000,0.0489333333333333,50,0.0679333333333333,7185,0.0825333333333333,50,0.891766666666667,50,0.970433333333333,1069,0.0534666666666667,1069,0.059,47961,0.0416333333333333,1069,0.0349,2088,0.0794333333333333,1069,0.0515333333333333,34000,0.0341333333333333,3000,0.0431333333333333
"Warbling Vireo",1069,0.995533333333333,50,0.695933333333333,8205,0.0745,50000,0.142733333333333,3108,0.2274,23496,0.0818,50,0.0701333333333333,1069,0.1686,4128,0.0639,1069,0.678633333333333,45922,0.114766666666667,1069,0.898666666666667,45922,0.109766666666667,1069,0.781966666666667,1069,0.967766666666667,5147,0.144333333333333,50000,0.179766666666667,2088,0.2884,1000,0.207833333333333,5000,0.0968666666666667
"Western Bluebird",50,0.265466666666667,50,0.146766666666667,50,0.0794666666666667,50,0.0902,1069,0.4823,1069,0.0461666666666667,2088,0.0850666666666667,50,0.7965,50000,0.0614333333333333,7185,0.0777,39806,0.0636666666666667,17380,0.0668333333333333,9224,0.0714333333333333,3108,0.2399,2088,0.0559333333333333,50,0.174366666666667,2088,0.0929666666666667,50,0.234933333333333,48000,0.0425333333333333,5000,0.102466666666667
"Western Flycatcher",50000,0.184933333333333,1069,0.530233333333333,6166,0.0995333333333333,6166,0.1005,50,0.9291,23496,0.119266666666667,39806,0.0631,50,0.1904,27574,0.1536,5147,0.0686,7185,0.0667666666666667,15340,0.0556,47961,0.064,11263,0.121333333333333,50,0.148633333333333,1069,0.0550666666666667,3108,0.138,1069,0.612566666666667,3000,0.181,1000,0.223166666666667
"Western Grebe",1069,0.104866666666667,13302,0.0445,3108,0.119966666666667,1069,0.0554333333333333,1069,0.0806666666666667,50000,0.0426,31651,0.0437,50000,0.128666666666667,11263,0.0756,3108,0.0720666666666667,50,0.104733333333333,2088,0.0768333333333333,1069,0.950733333333333,1069,0.99,6166,0.0771666666666667,50000,0.0358333333333333,5147,0.0625,50,0.164666666666667,48000,0.0464,50000,0.0457333333333333
"Western Gull",4128,0.0741,1069,0.0717333333333333,1069,0.1915,15340,0.0589333333333333,3108,0.102866666666667,3108,0.0759333333333333,3108,0.0502333333333333,50,0.126466666666667,29612,0.0611,1069,0.0843333333333333,25535,0.0663666666666667,19418,0.0662,1069,0.7787,33690,0.0843,2088,0.114133333333333,37767,0.0911333333333333,1069,0.250933333333333,1069,0.0685666666666667,1000,0.0499666666666667,6000,0.0451333333333333
"Western Kingbird",43883,0.1179,50,0.2438,10244,0.0496333333333333,50,0.2401,1069,0.669833333333333,4128,0.0869,1069,0.9014,2088,0.0655666666666667,11263,0.0449666666666667,3108,0.416233333333333,1069,0.104033333333333,50,0.0696333333333333,47961,0.05,50,0.166666666666667,31651,0.0726333333333333,50,0.0519,50,0.219566666666667,50,0.178266666666667,22000,0.0390666666666667,1000,0.3596
"Western Meadowlark",1069,0.997766666666667,31651,0.0885666666666667,50000,0.1094,1069,0.719666666666667,1069,0.535,5147,0.148033333333333,1069,0.955233333333333,1069,0.987133333333333,50000,0.0783,2088,0.6186,2088,0.199333333333333,5147,0.177733333333333,39806,0.0565,21457,0.0653333333333333,2088,0.233066666666667,50,0.403966666666667,15340,0.0476666666666667,1069,0.769033333333333,20000,0.0414666666666667,1000,0.133066666666667
"Western Tanager",50,0.232533333333333,50000,0.0455666666666667,4128,0.0658,1069,0.1462,1069,0.941,1069,0.6632,15340,0.0531666666666667,33690,0.0786666666666667,50,0.136333333333333,2088,0.191266666666667,23496,0.163666666666667,4128,0.104733333333333,25535,0.121366666666667,7185,0.0891333333333333,50000,0.0868,50000,0.116066666666667,47961,0.106766666666667,1069,0.224266666666667,50000,0.148966666666667,9000,0.0647
"Western Wood-Pewee",2088,0.156866666666667,50,0.387,4128,0.0573,50000,0.111566666666667,1069,0.975733333333333,7185,0.0740666666666667,33690,0.0722666666666667,9224,0.0463333333333333,2088,0.220033333333333,43883,0.0560333333333333,1069,0.931566666666667,25535,0.1325,4128,0.0536333333333333,50000,0.0570666666666667,50,0.09,50000,0.0485,50000,0.206866666666667,1069,0.260266666666667,50000,0.0945333333333333,4000,0.2144
"White-breasted Nuthatch",5147,0.175566666666667,1069,0.963966666666667,50,0.690666666666667,50,0.99,50,0.6727,50,0.9806,1069,0.1896,3108,0.2107,1069,0.856966666666667,50,0.902666666666667,11263,0.169,50,0.1439,1069,0.169366666666667,2088,0.139033333333333,50,0.3885,2088,0.0781,19418,0.1244,1069,0.435033333333333,1000,0.0434333333333333,6000,0.2279
"White-crowned Sparrow",15340,0.0491,27574,0.0419333333333333,15340,0.1133,23496,0.0480666666666667,1069,0.4197,50,0.265833333333333,50,0.0694666666666667,43883,0.0541,1069,0.7763,13302,0.0488666666666667,2088,0.162266666666667,4128,0.2026,47961,0.148466666666667,15340,0.0757,25535,0.0764666666666667,1069,0.144,1069,0.1223,50,0.0504333333333333,1000,0.0545,20000,0.122266666666667
"White-eyed Vireo",25535,0.187,50000,0.0609333333333333,17380,0.105,1069,0.232033333333333,3108,0.2835,1069,0.734333333333333,2088,0.208866666666667,15340,0.0608666666666667,45922,0.0587333333333333,2088,0.0715666666666667,1069,0.989233333333333,50000,0.0463333333333333,50,0.0421,5147,0.0954,1069,0.0823333333333333,50,0.107166666666667,10244,0.0425666666666667,2088,0.1098,48000,0.0345666666666667,50000,0.1053
"White-faced Ibis",1069,0.395633333333333,1069,0.0468333333333333,33690,0.0747666666666667,15340,0.0712666666666667,2088,0.0739333333333333,15340,0.0434666666666667,8205,0.0796666666666667,13302,0.0475333333333333,2088,0.0730666666666667,4128,0.187533333333333,31651,0.0417333333333333,4128,0.1714,50000,0.0728,1069,0.104833333333333,50000,0.0493666666666667,1069,0.0408333333333333,50000,0.0522333333333333,3108,0.1283,50000,0.0410666666666667,5000,0.0379
"White-headed Woodpecker",39806,0.0437,25535,0.0468666666666667,3108,0.0448,4128,0.0424333333333333,2088,0.178166666666667,50000,0.0620333333333333,45922,0.0741,1069,0.0463,1069,0.0528333333333333,2088,0.0425666666666667,3108,0.0419,13302,0.0543333333333333,23496,0.0345,33690,0.2199,19418,0.046,11263,0.0434,50000,0.0922,50,0.140366666666667,4000,0.0371333333333333,4000,0.0493333333333333
"White-throated Sparrow",50000,0.3757,1069,0.1259,5147,0.0922666666666667,4128,0.0519,1069,0.0851333333333333,15340,0.0782,2088,0.146166666666667,37767,0.0516,9224,0.233466666666667,50,0.0503666666666667,1069,0.998466666666667,21457,0.0524666666666667,33690,0.0710333333333333,50,0.2599,1069,0.0739,4128,0.138233333333333,11263,0.0945,50000,0.197433333333333,8000,0.0431,1000,0.884466666666667
"White-throated Swift",1069,0.0759,15340,0.0494666666666667,21457,0.0456333333333333,1069,0.100266666666667,1069,0.0636,15340,0.0904,5147,0.1165,50000,0.0487666666666667,50000,0.0539666666666667,50,0.0523333333333333,7185,0.0448333333333333,25535,0.0831333333333333,3108,0.0452666666666667,41845,0.0606,50000,0.0491666666666667,50,0.0422666666666667,50000,0.0488666666666667,1069,0.552966666666667,50000,0.0369333333333333,22000,0.0443333333333333
"White-winged Dove",1069,0.873666666666667,3108,0.0883333333333333,50000,0.109433333333333,47961,0.103233333333333,35728,0.0617,7185,0.0828,50000,0.0953,1069,0.220466666666667,50,0.961033333333333,50000,0.0810666666666667,43883,0.0652666666666667,23496,0.0495666666666667,11263,0.131033333333333,45922,0.201966666666667,45922,0.109766666666667,50000,0.0465333333333333,47961,0.0766333333333333,4128,0.152433333333333,50000,0.100966666666667,50000,0.179933333333333
"White Ibis",47961,0.0898666666666667,50000,0.103633333333333,39806,0.0896666666666667,1069,0.0502,1069,0.0862,47961,0.0407,4128,0.0868666666666667,9224,0.0779333333333333,33690,0.0651333333333333,50,0.2973,10244,0.0432333333333333,50,0.998766666666667,10244,0.107,2088,0.127,21457,0.108633333333333,50,0.160233333333333,11263,0.0633666666666667,35728,0.0461,44000,0.0443666666666667,46000,0.0491
"Wild Turkey",1069,0.287433333333333,1069,0.460966666666667,37767,0.0682,1069,0.980566666666667,5147,0.114666666666667,3108,0.0716666666666667,1069,0.0424333333333333,1069,0.0934333333333333,50000,0.0714,50,0.414466666666667,1069,0.537266666666667,45922,0.0590666666666667,6166,0.0829666666666667,1069,0.4497,50,0.0679,50000,0.0407666666666667,1069,0.1105,50,0.3343,50000,0.0359333333333333,11000,0.0667333333333333
"Willet",21457,0.0833666666666667,43883,0.0485,1069,0.0906,47961,0.0492333333333333,7185,0.152966666666667,1069,0.0489333333333333,50,0.1437,50000,0.0492,50,0.0977666666666667,8205,0.0393666666666667,1069,0.0509333333333333,1069,0.5334,1069,0.856166666666667,7185,0.100666666666667,33690,0.0611666666666667,21457,0.0362,1069,0.2061,7185,0.0703333333333333,11000,0.0356,4000,0.0373666666666667
"Willow Flycatcher",1069,0.864933333333333,50,0.0636333333333333,13302,0.0574,50,0.728633333333333,50000,0.107033333333333,13302,0.107233333333333,2088,0.0962666666666667,50,0.1037,1069,0.573533333333333,1069,0.158433333333333,50,0.9977,50,0.9882,1069,0.105933333333333,9224,0.0498,50000,0.171566666666667,50,0.324,25535,0.0472666666666667,4128,0.125333333333333,50000,0.0439666666666667,50000,0.114033333333333
"Wilson's Phalarope",1069,0.121066666666667,13302,0.0364666666666667,50,0.0416666666666667,10244,0.0581666666666667,1069,0.0672,31651,0.0386,50,0.0404333333333333,29612,0.0624,11263,0.0457,1069,0.203966666666667,1069,0.198933333333333,1069,0.0874333333333333,1069,0.0716,50,0.2698,50000,0.0602333333333333,9224,0.0366333333333333,2088,0.0610333333333333,5147,0.0858666666666667,40000,0.0395666666666667,3000,0.0397333333333333
